periode_data,nama_rute,rute,tanggal,jumlah_bus,jumlah_penumpang
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-03T00:00:00Z,4.0,775.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-03T00:00:00Z,4.0,857.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-03T00:00:00Z,6.0,1555.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-03T00:00:00Z,5.0,1217.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-03T00:00:00Z,4.0,887.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-03T00:00:00Z,4.0,611.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-03T00:00:00Z,5.0,1131.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-03T00:00:00Z,4.0,550.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-03T00:00:00Z,4.0,562.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-03T00:00:00Z,2.0,245.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-03T00:00:00Z,4.0,814.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-03T00:00:00Z,4.0,491.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-03T00:00:00Z,3.0,335.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-03T00:00:00Z,4.0,468.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-03T00:00:00Z,3.0,246.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-03T00:00:00Z,4.0,297.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-03T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-03T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-04T00:00:00Z,4.0,781.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-04T00:00:00Z,4.0,859.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-04T00:00:00Z,5.0,1304.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-04T00:00:00Z,5.0,1182.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-04T00:00:00Z,4.0,1003.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-04T00:00:00Z,4.0,647.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-04T00:00:00Z,5.0,1124.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-04T00:00:00Z,4.0,539.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-04T00:00:00Z,4.0,511.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-04T00:00:00Z,2.0,282.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-04T00:00:00Z,4.0,766.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-04T00:00:00Z,4.0,495.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-04T00:00:00Z,4.0,471.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-04T00:00:00Z,4.0,500.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-04T00:00:00Z,4.0,381.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-04T00:00:00Z,4.0,295.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-04T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-04T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-05T00:00:00Z,4.0,183.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-05T00:00:00Z,4.0,559.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-05T00:00:00Z,5.0,1347.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-05T00:00:00Z,5.0,959.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-05T00:00:00Z,4.0,1031.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-05T00:00:00Z,4.0,638.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-05T00:00:00Z,5.0,1104.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-05T00:00:00Z,4.0,517.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-05T00:00:00Z,4.0,349.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-05T00:00:00Z,2.0,45.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-05T00:00:00Z,4.0,717.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-05T00:00:00Z,4.0,521.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-05T00:00:00Z,4.0,436.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-05T00:00:00Z,4.0,491.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-05T00:00:00Z,4.0,399.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-05T00:00:00Z,4.0,299.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-05T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-05T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-06T00:00:00Z,4.0,847.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-06T00:00:00Z,4.0,811.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-06T00:00:00Z,5.0,1366.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-06T00:00:00Z,5.0,1310.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-06T00:00:00Z,4.0,1092.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-06T00:00:00Z,4.0,664.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-06T00:00:00Z,5.0,1131.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-06T00:00:00Z,4.0,584.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-06T00:00:00Z,4.0,543.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-06T00:00:00Z,2.0,252.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-06T00:00:00Z,4.0,796.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-06T00:00:00Z,4.0,540.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-06T00:00:00Z,4.0,458.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-06T00:00:00Z,4.0,485.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-06T00:00:00Z,4.0,435.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-06T00:00:00Z,4.0,342.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-06T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-06T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-07T00:00:00Z,4.0,863.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-07T00:00:00Z,4.0,793.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-07T00:00:00Z,5.0,1323.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-07T00:00:00Z,4.0,1045.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-07T00:00:00Z,4.0,989.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-07T00:00:00Z,4.0,660.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-07T00:00:00Z,5.0,1083.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-07T00:00:00Z,4.0,517.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-07T00:00:00Z,4.0,508.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-07T00:00:00Z,2.0,256.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-07T00:00:00Z,4.0,816.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-07T00:00:00Z,4.0,517.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-07T00:00:00Z,4.0,470.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-07T00:00:00Z,4.0,500.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-07T00:00:00Z,4.0,504.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-07T00:00:00Z,4.0,415.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-07T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-07T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-10T00:00:00Z,4.0,842.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-10T00:00:00Z,4.0,788.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-10T00:00:00Z,5.0,1344.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-10T00:00:00Z,5.0,1138.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-10T00:00:00Z,4.0,994.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-10T00:00:00Z,3.0,469.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-10T00:00:00Z,5.0,1071.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-10T00:00:00Z,4.0,567.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-10T00:00:00Z,4.0,579.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-10T00:00:00Z,2.0,263.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-10T00:00:00Z,4.0,736.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-10T00:00:00Z,3.0,397.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-10T00:00:00Z,3.0,336.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-10T00:00:00Z,4.0,510.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-10T00:00:00Z,4.0,465.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-10T00:00:00Z,4.0,446.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-10T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-10T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-11T00:00:00Z,4.0,787.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-11T00:00:00Z,4.0,860.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-11T00:00:00Z,5.0,1340.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-11T00:00:00Z,5.0,1262.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-11T00:00:00Z,4.0,1118.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-11T00:00:00Z,4.0,623.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-11T00:00:00Z,5.0,1103.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-11T00:00:00Z,4.0,578.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-11T00:00:00Z,4.0,622.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-11T00:00:00Z,2.0,275.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-11T00:00:00Z,3.0,613.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-11T00:00:00Z,4.0,550.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-11T00:00:00Z,3.0,363.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-11T00:00:00Z,4.0,531.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-11T00:00:00Z,4.0,470.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-11T00:00:00Z,2.0,115.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-11T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-11T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-12T00:00:00Z,4.0,793.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-12T00:00:00Z,4.0,974.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-12T00:00:00Z,5.0,1346.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-12T00:00:00Z,5.0,1284.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-12T00:00:00Z,4.0,1094.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-12T00:00:00Z,4.0,656.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-12T00:00:00Z,5.0,1095.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-12T00:00:00Z,4.0,588.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-12T00:00:00Z,4.0,528.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-12T00:00:00Z,2.0,249.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-12T00:00:00Z,4.0,818.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-12T00:00:00Z,3.0,441.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-12T00:00:00Z,3.0,374.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-12T00:00:00Z,4.0,482.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-12T00:00:00Z,4.0,535.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-12T00:00:00Z,4.0,410.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-12T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-12T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-13T00:00:00Z,4.0,777.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-13T00:00:00Z,4.0,943.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-13T00:00:00Z,5.0,1320.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-13T00:00:00Z,5.0,1393.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-13T00:00:00Z,4.0,1071.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-13T00:00:00Z,4.0,635.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-13T00:00:00Z,5.0,1086.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-13T00:00:00Z,4.0,559.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-13T00:00:00Z,4.0,559.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-13T00:00:00Z,2.0,270.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-13T00:00:00Z,4.0,967.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-13T00:00:00Z,4.0,648.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-13T00:00:00Z,3.0,342.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-13T00:00:00Z,4.0,534.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-13T00:00:00Z,4.0,599.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-13T00:00:00Z,4.0,419.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-13T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-13T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-14T00:00:00Z,4.0,771.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-14T00:00:00Z,4.0,968.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-14T00:00:00Z,5.0,1274.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-14T00:00:00Z,5.0,1220.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-14T00:00:00Z,4.0,1082.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-14T00:00:00Z,4.0,623.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-14T00:00:00Z,5.0,1080.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-14T00:00:00Z,4.0,569.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-14T00:00:00Z,4.0,569.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-14T00:00:00Z,2.0,235.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-14T00:00:00Z,4.0,891.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-14T00:00:00Z,4.0,664.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-14T00:00:00Z,4.0,484.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-14T00:00:00Z,4.0,503.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-14T00:00:00Z,4.0,635.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-14T00:00:00Z,3.0,325.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-14T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-14T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-17T00:00:00Z,3.0,601.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-17T00:00:00Z,4.0,1015.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-17T00:00:00Z,4.0,1088.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-17T00:00:00Z,3.0,816.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-17T00:00:00Z,3.0,730.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-17T00:00:00Z,4.0,556.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-17T00:00:00Z,5.0,1013.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-17T00:00:00Z,4.0,545.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-17T00:00:00Z,3.0,428.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-17T00:00:00Z,2.0,295.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-17T00:00:00Z,4.0,995.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-17T00:00:00Z,4.0,607.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-17T00:00:00Z,4.0,481.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-17T00:00:00Z,4.0,483.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-17T00:00:00Z,4.0,644.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-17T00:00:00Z,4.0,425.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-17T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-17T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-18T00:00:00Z,3.0,659.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-18T00:00:00Z,4.0,958.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-18T00:00:00Z,5.0,1300.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-18T00:00:00Z,4.0,990.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-18T00:00:00Z,4.0,890.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-18T00:00:00Z,3.0,454.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-18T00:00:00Z,5.0,1003.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-18T00:00:00Z,4.0,520.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-18T00:00:00Z,4.0,644.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-18T00:00:00Z,2.0,302.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-18T00:00:00Z,4.0,1026.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-18T00:00:00Z,4.0,647.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-18T00:00:00Z,4.0,490.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-18T00:00:00Z,4.0,502.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-18T00:00:00Z,3.0,461.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-18T00:00:00Z,3.0,261.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-18T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-18T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-19T00:00:00Z,4.0,791.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-19T00:00:00Z,4.0,995.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-19T00:00:00Z,5.0,1308.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-19T00:00:00Z,5.0,1322.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-19T00:00:00Z,4.0,1019.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-19T00:00:00Z,3.0,453.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-19T00:00:00Z,5.0,1036.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-19T00:00:00Z,4.0,530.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-19T00:00:00Z,4.0,570.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-19T00:00:00Z,2.0,281.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-19T00:00:00Z,4.0,810.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-19T00:00:00Z,4.0,651.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-19T00:00:00Z,4.0,478.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-19T00:00:00Z,4.0,500.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-19T00:00:00Z,4.0,667.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-19T00:00:00Z,4.0,785.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-19T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-19T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-20T00:00:00Z,4.0,713.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-20T00:00:00Z,4.0,716.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-20T00:00:00Z,5.0,1322.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-20T00:00:00Z,5.0,1276.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-20T00:00:00Z,4.0,972.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-20T00:00:00Z,4.0,621.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-20T00:00:00Z,5.0,999.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-20T00:00:00Z,3.0,553.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-20T00:00:00Z,4.0,574.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-20T00:00:00Z,2.0,291.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-20T00:00:00Z,4.0,986.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-20T00:00:00Z,4.0,554.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-20T00:00:00Z,4.0,520.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-20T00:00:00Z,4.0,512.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-20T00:00:00Z,4.0,607.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-20T00:00:00Z,3.0,572.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-20T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-20T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-21T00:00:00Z,4.0,831.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-21T00:00:00Z,4.0,1129.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-21T00:00:00Z,5.0,1315.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-21T00:00:00Z,5.0,1274.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-21T00:00:00Z,4.0,956.0
