periode_data,nama_rute,rute,tanggal,jumlah_bus,jumlah_penumpang
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-21T00:00:00Z,4.0,636.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-21T00:00:00Z,4.0,701.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-21T00:00:00Z,4.0,675.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-21T00:00:00Z,4.0,630.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-21T00:00:00Z,2.0,327.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-21T00:00:00Z,4.0,1000.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-21T00:00:00Z,4.0,515.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-21T00:00:00Z,4.0,514.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-21T00:00:00Z,4.0,633.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-21T00:00:00Z,4.0,705.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-21T00:00:00Z,4.0,706.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-21T00:00:00Z,0.0,0.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-21T00:00:00Z,0.0,0.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-24T00:00:00Z,4.0,881.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-24T00:00:00Z,4.0,1079.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-24T00:00:00Z,5.0,1343.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-24T00:00:00Z,5.0,1309.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-24T00:00:00Z,3.0,834.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-24T00:00:00Z,4.0,650.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-24T00:00:00Z,5.0,965.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-24T00:00:00Z,4.0,706.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-24T00:00:00Z,4.0,734.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-24T00:00:00Z,2.0,340.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-24T00:00:00Z,2.0,475.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-24T00:00:00Z,4.0,538.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-24T00:00:00Z,4.0,516.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-24T00:00:00Z,4.0,634.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-24T00:00:00Z,4.0,695.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-24T00:00:00Z,3.0,607.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-24T00:00:00Z,2.0,291.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-24T00:00:00Z,2.0,273.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-25T00:00:00Z,4.0,963.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-25T00:00:00Z,4.0,887.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-25T00:00:00Z,5.0,1264.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-25T00:00:00Z,5.0,1291.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-25T00:00:00Z,4.0,931.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-25T00:00:00Z,4.0,631.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-25T00:00:00Z,5.0,992.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-25T00:00:00Z,4.0,709.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-25T00:00:00Z,4.0,530.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-25T00:00:00Z,2.0,331.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-25T00:00:00Z,2.0,600.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-25T00:00:00Z,4.0,550.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-25T00:00:00Z,4.0,489.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-25T00:00:00Z,4.0,636.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-25T00:00:00Z,4.0,724.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-25T00:00:00Z,4.0,713.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-25T00:00:00Z,2.0,323.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-25T00:00:00Z,1.0,134.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-26T00:00:00Z,4.0,1072.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-26T00:00:00Z,3.0,864.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-26T00:00:00Z,5.0,1376.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-26T00:00:00Z,5.0,1311.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-26T00:00:00Z,4.0,979.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-26T00:00:00Z,4.0,626.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-26T00:00:00Z,5.0,952.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-26T00:00:00Z,4.0,706.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-26T00:00:00Z,4.0,678.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-26T00:00:00Z,2.0,344.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-26T00:00:00Z,3.0,467.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-26T00:00:00Z,4.0,536.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-26T00:00:00Z,4.0,474.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-26T00:00:00Z,4.0,627.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-26T00:00:00Z,4.0,742.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-26T00:00:00Z,4.0,724.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-26T00:00:00Z,2.0,279.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-26T00:00:00Z,1.0,139.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-27T00:00:00Z,4.0,814.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-27T00:00:00Z,3.0,968.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-27T00:00:00Z,5.0,1294.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-27T00:00:00Z,5.0,1157.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-27T00:00:00Z,4.0,1069.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-27T00:00:00Z,4.0,555.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-27T00:00:00Z,5.0,955.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-27T00:00:00Z,4.0,748.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-27T00:00:00Z,4.0,617.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-27T00:00:00Z,2.0,366.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-27T00:00:00Z,4.0,1007.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-27T00:00:00Z,3.0,462.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-27T00:00:00Z,4.0,574.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-27T00:00:00Z,4.0,651.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-27T00:00:00Z,4.0,723.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-27T00:00:00Z,4.0,692.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-27T00:00:00Z,2.0,315.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-27T00:00:00Z,1.0,119.0
201402,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-02-28T00:00:00Z,4.0,805.0
201402,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-02-28T00:00:00Z,3.0,968.0
201402,"RUTE 3","TMII - GANDARIA",2014-02-28T00:00:00Z,5.0,1314.0
201402,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-02-28T00:00:00Z,4.0,973.0
201402,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-02-28T00:00:00Z,4.0,1159.0
201402,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-02-28T00:00:00Z,4.0,583.0
201402,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-02-28T00:00:00Z,5.0,952.0
201402,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-02-28T00:00:00Z,4.0,718.0
201402,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-02-28T00:00:00Z,4.0,638.0
201402,"RUTE 10","CILINCING - PERINTIS ",2014-02-28T00:00:00Z,2.0,291.0
201402,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-02-28T00:00:00Z,4.0,986.0
201402,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-02-28T00:00:00Z,3.0,399.0
201402,"RUTE 13","TERM KALIDERES - KAMAL",2014-02-28T00:00:00Z,4.0,511.0
201402,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-02-28T00:00:00Z,4.0,629.0
201402,"RUTE 15","BLOK M - CILEDUG",2014-02-28T00:00:00Z,3.0,585.0
201402,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-02-28T00:00:00Z,4.0,708.0
201402,"RUTE 17","CAWANG - RAGUNAN",2014-02-28T00:00:00Z,2.0,339.0
201402,"RUTE 18","BLOK M - PONDOK LABU",2014-02-28T00:00:00Z,2.0,337.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-03T00:00:00Z,4.0,1011.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-03T00:00:00Z,4.0,1061.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-03T00:00:00Z,5.0,1353.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-03T00:00:00Z,4.0,1101.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-03T00:00:00Z,4.0,1141.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-03T00:00:00Z,4.0,587.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-03T00:00:00Z,5.0,1010.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-03T00:00:00Z,4.0,737.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-03T00:00:00Z,2.0,426.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-03T00:00:00Z,2.0,350.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-03T00:00:00Z,3.0,641.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-03T00:00:00Z,3.0,503.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-03T00:00:00Z,3.0,432.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-03T00:00:00Z,4.0,782.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-03T00:00:00Z,4.0,725.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-03T00:00:00Z,4.0,724.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-03T00:00:00Z,2.0,337.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-03T00:00:00Z,2.0,264.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-03T00:00:00Z,0.0,0.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-03T00:00:00Z,0.0,0.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-04T00:00:00Z,4.0,985.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-04T00:00:00Z,4.0,1245.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-04T00:00:00Z,5.0,1406.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-04T00:00:00Z,4.0,1211.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-04T00:00:00Z,4.0,1116.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-04T00:00:00Z,4.0,594.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-04T00:00:00Z,5.0,1084.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-04T00:00:00Z,4.0,752.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-04T00:00:00Z,3.0,527.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-04T00:00:00Z,2.0,352.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-04T00:00:00Z,3.0,615.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-04T00:00:00Z,2.0,307.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-04T00:00:00Z,3.0,367.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-04T00:00:00Z,4.0,828.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-04T00:00:00Z,4.0,732.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-04T00:00:00Z,3.0,553.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-04T00:00:00Z,2.0,321.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-04T00:00:00Z,2.0,302.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-04T00:00:00Z,0.0,0.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-04T00:00:00Z,0.0,0.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-05T00:00:00Z,4.0,984.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-05T00:00:00Z,4.0,1098.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-05T00:00:00Z,5.0,1366.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-05T00:00:00Z,4.0,1115.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-05T00:00:00Z,4.0,1116.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-05T00:00:00Z,4.0,634.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-05T00:00:00Z,5.0,1108.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-05T00:00:00Z,4.0,703.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-05T00:00:00Z,3.0,530.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-05T00:00:00Z,2.0,354.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-05T00:00:00Z,4.0,859.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-05T00:00:00Z,4.0,558.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-05T00:00:00Z,4.0,476.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-05T00:00:00Z,4.0,768.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-05T00:00:00Z,4.0,753.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-05T00:00:00Z,4.0,676.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-05T00:00:00Z,2.0,301.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-05T00:00:00Z,2.0,239.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-05T00:00:00Z,0.0,0.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-05T00:00:00Z,0.0,0.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-06T00:00:00Z,4.0,961.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-06T00:00:00Z,2.0,814.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-06T00:00:00Z,5.0,1380.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-06T00:00:00Z,5.0,1161.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-06T00:00:00Z,4.0,1013.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-06T00:00:00Z,4.0,726.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-06T00:00:00Z,5.0,1076.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-06T00:00:00Z,4.0,739.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-06T00:00:00Z,4.0,572.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-06T00:00:00Z,2.0,382.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-06T00:00:00Z,4.0,934.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-06T00:00:00Z,3.0,547.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-06T00:00:00Z,4.0,499.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-06T00:00:00Z,4.0,785.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-06T00:00:00Z,4.0,741.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-06T00:00:00Z,3.0,597.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-06T00:00:00Z,2.0,305.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-06T00:00:00Z,2.0,263.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-06T00:00:00Z,0.0,0.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-06T00:00:00Z,0.0,0.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-07T00:00:00Z,4.0,995.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-07T00:00:00Z,3.0,1031.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-07T00:00:00Z,5.0,1418.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-07T00:00:00Z,4.0,1088.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-07T00:00:00Z,3.0,804.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-07T00:00:00Z,4.0,712.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-07T00:00:00Z,5.0,1088.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-07T00:00:00Z,4.0,721.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-07T00:00:00Z,4.0,551.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-07T00:00:00Z,2.0,287.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-07T00:00:00Z,3.0,590.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-07T00:00:00Z,4.0,620.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-07T00:00:00Z,4.0,386.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-07T00:00:00Z,4.0,708.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-07T00:00:00Z,4.0,789.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-07T00:00:00Z,4.0,721.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-07T00:00:00Z,2.0,364.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-07T00:00:00Z,2.0,337.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-07T00:00:00Z,0.0,0.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-07T00:00:00Z,0.0,0.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-10T00:00:00Z,4.0,954.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-10T00:00:00Z,4.0,1226.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-10T00:00:00Z,5.0,1301.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-10T00:00:00Z,5.0,1169.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-10T00:00:00Z,4.0,928.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-10T00:00:00Z,4.0,713.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-10T00:00:00Z,5.0,1052.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-10T00:00:00Z,4.0,662.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-10T00:00:00Z,4.0,580.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-10T00:00:00Z,2.0,219.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-10T00:00:00Z,4.0,825.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-10T00:00:00Z,3.0,428.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-10T00:00:00Z,4.0,525.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-10T00:00:00Z,4.0,733.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-10T00:00:00Z,4.0,647.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-10T00:00:00Z,3.0,656.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-10T00:00:00Z,2.0,377.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-10T00:00:00Z,1.0,154.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-10T00:00:00Z,2.0,280.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-10T00:00:00Z,2.0,134.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-11T00:00:00Z,4.0,1107.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-11T00:00:00Z,2.0,460.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-11T00:00:00Z,6.0,1512.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-11T00:00:00Z,5.0,1097.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-11T00:00:00Z,4.0,961.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-11T00:00:00Z,4.0,635.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-11T00:00:00Z,4.0,899.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-11T00:00:00Z,4.0,640.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-11T00:00:00Z,4.0,583.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-11T00:00:00Z,2.0,270.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-11T00:00:00Z,3.0,583.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-11T00:00:00Z,4.0,537.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-11T00:00:00Z,4.0,524.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-11T00:00:00Z,4.0,762.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-11T00:00:00Z,4.0,729.0
201403,"RUTE 16","LAPANGAN BANTENG  -  TERM KP. MELAYU",2014-03-11T00:00:00Z,3.0,631.0
201403,"RUTE 17","CAWANG - RAGUNAN",2014-03-11T00:00:00Z,2.0,341.0
201403,"RUTE 18","BLOK M - PONDOK LABU",2014-03-11T00:00:00Z,2.0,274.0
201403,"RUTE 19","KALIDERES - GAJAHMADA",2014-03-11T00:00:00Z,1.0,111.0
201403,"RUTE 20","PULOGADUNG - CIKINI",2014-03-11T00:00:00Z,2.0,173.0
201403,"RUTE 1","LAPANGAN BANTENG  -  PERINTIS ",2014-03-12T00:00:00Z,4.0,738.0
201403,"RUTE 2","PELUMPANG - SUNTER - KEMAYORAN",2014-03-12T00:00:00Z,3.0,812.0
201403,"RUTE 3","TMII - GANDARIA",2014-03-12T00:00:00Z,5.0,1347.0
201403,"RUTE 4","PONDOK KOPI - PERINTIS KEMERDEKAAN",2014-03-12T00:00:00Z,5.0,939.0
201403,"RUTE 5","TMII - TERM KAMPUNG MELAYU",2014-03-12T00:00:00Z,3.0,743.0
201403,"RUTE 6","TERM PS.MINGGU - KEBAYORAN",2014-03-12T00:00:00Z,4.0,699.0
201403,"RUTE 7","TERM PS.MINGGU - UNIVERSITAS INDONESIA",2014-03-12T00:00:00Z,5.0,1059.0
201403,"RUTE 8","TERM PS. MINGGU - MANGGARAI",2014-03-12T00:00:00Z,4.0,685.0
201403,"RUTE 9","CAWANG - PGC - PLUMPANG",2014-03-12T00:00:00Z,4.0,572.0
201403,"RUTE 10","CILINCING - PERINTIS ",2014-03-12T00:00:00Z,2.0,287.0
201403,"RUTE 11","PENDOK GEDE - CONDET - RANCHO",2014-03-12T00:00:00Z,3.0,590.0
201403,"RUTE 12","TERM KAMPUNG MELAYU - TERM RAWAMANGUN",2014-03-12T00:00:00Z,4.0,542.0
201403,"RUTE 13","TERM KALIDERES - KAMAL",2014-03-12T00:00:00Z,4.0,467.0
201403,"RUTE 14","TERM KALIDERES - DURI KOSAMBI",2014-03-12T00:00:00Z,4.0,730.0
201403,"RUTE 15","BLOK M - CILEDUG",2014-03-12T00:00:00Z,4.0,752.0
